item_id,brand,category_name,price
1001588,meizu,electronics.smartphone,127.87
1002101,samsung,electronics.smartphone,370.64
1002482,meizu,electronics.smartphone,127.87
1002524,apple,electronics.smartphone,531.26
1002528,apple,electronics.smartphone,617.52
1002532,apple,electronics.smartphone,532.57
1002536,apple,electronics.smartphone,566.04
1002542,apple,electronics.smartphone,486.80
1002544,apple,electronics.smartphone,458.28
1002547,apple,electronics.smartphone,465.91
1002629,apple,electronics.smartphone,358.31
1002633,apple,electronics.smartphone,358.31
1002876,samsung,electronics.smartphone,218.80
1002881,xiaomi,electronics.smartphone,253.88
1002974,huawei,electronics.smartphone,149.30
1003221,nokia,electronics.smartphone,128.43
1003304,apple,electronics.smartphone,591.25
1003305,apple,electronics.smartphone,599.23
1003306,apple,electronics.smartphone,577.89
1003312,apple,electronics.smartphone,717.63
1003315,apple,electronics.smartphone,955.26
1003316,apple,electronics.smartphone,928.38
1003317,apple,electronics.smartphone,928.18
1003318,apple,electronics.smartphone,1052.77
1003339,xiaomi,electronics.smartphone,202.40
1003363,apple,electronics.smartphone,563.46
1003441,nokia,electronics.smartphone,406.67
1003461,xiaomi,electronics.smartphone,489.07
1003499,oneplus,electronics.smartphone,461.61
1003523,zte,electronics.smartphone,136.43
1003535,samsung,electronics.smartphone,460.50
1003549,samsung,electronics.smartphone,411.59
1003709,samsung,electronics.smartphone,563.70
1003712,samsung,electronics.smartphone,720.22
1003726,sony,electronics.smartphone,128.39
1003747,sony,electronics.smartphone,282.81
1003768,huawei,electronics.smartphone,485.54
1003772,huawei,electronics.smartphone,257.12
1003811,honor,electronics.smartphone,142.86
1003855,xiaomi,electronics.smartphone,127.61
1003869,xiaomi,electronics.smartphone,167.02
1003879,huawei,electronics.smartphone,540.27
1003883,xiaomi,electronics.smartphone,169.63
1003898,oneplus,electronics.smartphone,540.30
1003906,huawei,electronics.smartphone,149.52
1003907,huawei,electronics.smartphone,151.87
1003910,nokia,electronics.smartphone,118.10
1003934,lg,electronics.smartphone,344.90
1004019,xiaomi,electronics.smartphone,118.02
1004026,xiaomi,electronics.smartphone,140.82
1004035,nokia,electronics.smartphone,128.42
1004038,xiaomi,electronics.smartphone,154.26
1004042,xiaomi,electronics.smartphone,138.74
1004060,xiaomi,electronics.smartphone,320.42
1004104,bq,electronics.smartphone,172.79
1004121,meizu,electronics.smartphone,257.15
1004129,xiaomi,electronics.smartphone,149.30
1004136,xiaomi,electronics.smartphone,143.89
1004140,xiaomi,electronics.smartphone,117.87
1004143,xiaomi,electronics.smartphone,138.74
1004147,xiaomi,electronics.smartphone,92.64
1004149,xiaomi,electronics.smartphone,328.79
1004156,xiaomi,electronics.smartphone,149.30
1004158,samsung,electronics.smartphone,733.61
1004159,samsung,electronics.smartphone,1253.09
1004166,xiaomi,electronics.smartphone,153.49
1004169,nokia,electronics.smartphone,290.11
1004174,tp-link,electronics.smartphone,97.55
1004184,xiaomi,electronics.smartphone,463.15
1004210,samsung,electronics.smartphone,88.24
1004219,xiaomi,electronics.smartphone,385.85
1004224,xiaomi,electronics.smartphone,435.02
1004226,apple,electronics.smartphone,991.40
1004235,apple,electronics.smartphone,1177.61
1004237,apple,electronics.smartphone,1091.33
1004241,apple,electronics.smartphone,1173.60
1004243,apple,electronics.smartphone,743.04
1004246,apple,electronics.smartphone,749.67
1004249,apple,electronics.smartphone,722.40
1004250,apple,electronics.smartphone,787.50
1004258,apple,electronics.smartphone,732.07
1004307,honor,electronics.smartphone,308.63
1004317,meizu,electronics.smartphone,159.26
1004320,xiaomi,electronics.smartphone,256.73
1004321,huawei,electronics.smartphone,321.50
1004322,huawei,electronics.smartphone,334.37
1004347,meizu,electronics.smartphone,123.53
1004361,apple,electronics.smartphone,1155.73
1004386,oppo,electronics.smartphone,776.08
1004402,xiaomi,electronics.smartphone,178.90
1004404,xiaomi,electronics.smartphone,176.31
1004405,xiaomi,electronics.smartphone,176.32
1004433,samsung,electronics.smartphone,313.78
1004434,samsung,electronics.smartphone,313.78
1004436,samsung,electronics.smartphone,190.46
1004449,xiaomi,electronics.smartphone,218.49
1004450,xiaomi,electronics.smartphone,218.72
1004462,huawei,electronics.smartphone,91.61
1004475,blackberry,electronics.smartphone,308.63
1004503,oppo,electronics.smartphone,514.56
1004505,xiaomi,electronics.smartphone,553.17
1004529,samsung,electronics.smartphone,396.15
1004536,huawei,electronics.smartphone,746.22
1004542,tp-link,electronics.smartphone,102.70
1004544,huawei,electronics.smartphone,488.79
1004562,meizu,electronics.smartphone,113.26
1004564,meizu,electronics.smartphone,128.45
1004565,huawei,electronics.smartphone,164.95
1004566,huawei,electronics.smartphone,164.84
1004574,samsung,electronics.smartphone,563.70
1004582,meizu,electronics.smartphone,128.45
1004604,bq,electronics.smartphone,140.26
1004617,xiaomi,electronics.smartphone,499.37
1004648,samsung,electronics.smartphone,589.20
1004659,samsung,electronics.smartphone,717.39
1004661,samsung,electronics.smartphone,884.92
1004662,samsung,electronics.smartphone,1158.05
1004665,samsung,electronics.smartphone,782.22
1004666,samsung,electronics.smartphone,1156.79
1004669,xiaomi,electronics.smartphone,74.39
1004708,huawei,electronics.smartphone,151.99
1004720,huawei,electronics.smartphone,125.61
1004727,sony,electronics.smartphone,179.67
1004730,sony,electronics.smartphone,296.02
1004738,sony,electronics.smartphone,463.05
1004739,xiaomi,electronics.smartphone,203.09
1004740,xiaomi,electronics.smartphone,218.51
1004741,xiaomi,electronics.smartphone,189.97
1004748,huawei,electronics.smartphone,127.33
1004749,samsung,electronics.smartphone,193.02
1004750,samsung,electronics.smartphone,195.06
1004766,samsung,electronics.smartphone,242.72
1004767,samsung,electronics.smartphone,242.63
1004768,samsung,electronics.smartphone,242.72
1004775,xiaomi,electronics.smartphone,183.27
1004776,xiaomi,electronics.smartphone,186.62
1004777,xiaomi,electronics.smartphone,135.01
1004779,xiaomi,electronics.smartphone,195.37
1004781,huawei,electronics.smartphone,254.71
1004785,huawei,electronics.smartphone,266.00
1004788,xiaomi,electronics.smartphone,138.71
1004791,xiaomi,electronics.smartphone,167.29
1004792,xiaomi,electronics.smartphone,478.26
1004794,xiaomi,electronics.smartphone,218.54
1004795,xiaomi,electronics.smartphone,218.54
1004797,xiaomi,electronics.smartphone,334.37
1004805,xiaomi,electronics.smartphone,167.29
1004806,xiaomi,electronics.smartphone,347.24
1004807,xiaomi,electronics.smartphone,334.37
1004808,xiaomi,electronics.smartphone,169.63
1004813,honor,electronics.smartphone,231.64
1004833,samsung,electronics.smartphone,172.23
1004834,samsung,electronics.smartphone,172.22
1004835,samsung,electronics.smartphone,223.95
1004836,samsung,electronics.smartphone,229.90
1004838,oppo,electronics.smartphone,178.87
1004839,oppo,electronics.smartphone,179.12
1004840,huawei,electronics.smartphone,946.73
1004848,huawei,electronics.smartphone,694.47
1004849,huawei,electronics.smartphone,946.73
1004856,samsung,electronics.smartphone,128.42
1004857,samsung,electronics.smartphone,128.42
1004863,samsung,electronics.smartphone,170.14
1004869,xiaomi,electronics.smartphone,419.32
1004870,samsung,electronics.smartphone,275.25
1004871,samsung,electronics.smartphone,273.56
1004872,samsung,electronics.smartphone,273.56
1004873,samsung,electronics.smartphone,362.29
1004874,samsung,electronics.smartphone,360.32
1004876,xiaomi,electronics.smartphone,82.11
1004877,xiaomi,electronics.smartphone,84.65
1004886,oppo,electronics.smartphone,128.68
1004887,oppo,electronics.smartphone,128.68
1004893,nokia,electronics.smartphone,89.24
1004897,huawei,electronics.smartphone,952.15
1004901,oppo,electronics.smartphone,501.69
1004902,oppo,electronics.smartphone,591.91
1004903,huawei,electronics.smartphone,108.98
1004904,huawei,electronics.smartphone,106.54
1004909,sony,electronics.smartphone,1029.29
1004910,sony,electronics.smartphone,1029.32
1004920,apple,electronics.smartphone,952.15
1004935,vivo,electronics.smartphone,167.29
1004944,samsung,electronics.smartphone,771.76
1004948,oneplus,electronics.smartphone,746.04
1004955,nokia,electronics.smartphone,152.79
1004956,xiaomi,electronics.smartphone,382.57
1004958,xiaomi,electronics.smartphone,330.63
1004961,oppo,electronics.smartphone,166.41
1004965,oppo,electronics.smartphone,900.87
1004966,oppo,electronics.smartphone,257.15
1004975,samsung,electronics.smartphone,771.94
1004990,oppo,electronics.smartphone,257.38
1004993,oneplus,electronics.smartphone,540.30
1005002,huawei,electronics.smartphone,244.51
1005003,huawei,electronics.smartphone,230.93
1005004,huawei,electronics.smartphone,231.16
1005006,xiaomi,electronics.smartphone,85.88
1005007,xiaomi,electronics.smartphone,94.70
1005008,xiaomi,electronics.smartphone,94.46
1005009,xiaomi,electronics.smartphone,85.97
1005014,samsung,electronics.smartphone,503.09
1005015,samsung,electronics.smartphone,548.95
1005016,samsung,electronics.smartphone,550.73
1005017,huawei,electronics.smartphone,91.32
1005020,nokia,electronics.smartphone,102.94
1005064,xiaomi,electronics.smartphone,182.50
1005065,xiaomi,electronics.smartphone,220.73
1005066,xiaomi,electronics.smartphone,220.78
1005069,vivo,electronics.smartphone,308.86
1005070,vivo,electronics.smartphone,308.86
1005072,samsung,electronics.smartphone,990.24
1005073,samsung,electronics.smartphone,1133.36
1005098,samsung,electronics.smartphone,139.64
1005099,samsung,electronics.smartphone,139.64
1005100,samsung,electronics.smartphone,139.68
1005101,xiaomi,electronics.smartphone,431.40
1005102,xiaomi,electronics.smartphone,431.31
1005103,xiaomi,electronics.smartphone,95.39
1005104,apple,electronics.smartphone,977.30
1005105,apple,electronics.smartphone,1348.61
1005106,apple,electronics.smartphone,1453.00
1005107,apple,electronics.smartphone,1027.44
1005109,apple,electronics.smartphone,1003.62
1005112,apple,electronics.smartphone,1003.63
1005115,apple,electronics.smartphone,949.47
1005116,apple,electronics.smartphone,1013.86
1005117,apple,electronics.smartphone,1182.37
1005118,apple,electronics.smartphone,976.82
1005119,apple,electronics.smartphone,1027.44
1005121,apple,electronics.smartphone,973.41
1005122,apple,electronics.smartphone,1027.59
1005123,apple,electronics.smartphone,1189.19
1005124,apple,electronics.smartphone,1583.48
1005126,apple,electronics.smartphone,1364.00
1005129,apple,electronics.smartphone,1337.23
1005135,apple,electronics.smartphone,1665.36
1005136,apple,electronics.smartphone,2011.63
1005140,apple,electronics.smartphone,1455.57
1005141,apple,electronics.smartphone,1629.04
1005144,apple,electronics.smartphone,1661.09
1005152,xiaomi,electronics.smartphone,406.18
1005156,xiaomi,electronics.smartphone,321.76
1005157,xiaomi,electronics.smartphone,269.78
1005158,xiaomi,electronics.smartphone,306.31
1005159,xiaomi,electronics.smartphone,212.10
1005160,xiaomi,electronics.smartphone,212.08
1005161,xiaomi,electronics.smartphone,211.92
1005162,xiaomi,electronics.smartphone,281.71
1005168,samsung,electronics.smartphone,213.94
1005171,samsung,electronics.smartphone,216.18
1005173,samsung,electronics.smartphone,643.23
1005174,samsung,electronics.smartphone,643.23
1005175,samsung,electronics.smartphone,643.23
1005177,samsung,electronics.smartphone,900.64
1005178,samsung,electronics.smartphone,900.64
1005180,samsung,electronics.smartphone,1158.05
1005181,samsung,electronics.smartphone,1029.34
1005182,samsung,electronics.smartphone,1029.34
1005183,samsung,electronics.smartphone,1029.34
1005185,samsung,electronics.smartphone,771.94
1005186,samsung,electronics.smartphone,771.94
1005191,vivo,electronics.smartphone,205.90
1005192,meizu,electronics.smartphone,205.67
1005193,meizu,electronics.smartphone,241.71
1005195,xiaomi,electronics.smartphone,111.56
1005197,htc,electronics.smartphone,102.94
1005203,xiaomi,electronics.smartphone,111.62
1005204,xiaomi,electronics.smartphone,150.97
1005205,oppo,electronics.smartphone,256.74
1005211,samsung,electronics.smartphone,193.26
1005212,samsung,electronics.smartphone,193.22
1005213,honor,electronics.smartphone,849.42
1005215,samsung,electronics.smartphone,1544.42
1005217,xiaomi,electronics.smartphone,151.07
1005221,xiaomi,electronics.smartphone,282.88
1005223,xiaomi,electronics.smartphone,223.17
1005225,samsung,electronics.smartphone,193.29
1005228,honor,electronics.smartphone,283.12
1005229,honor,electronics.smartphone,283.12
1005234,xiaomi,electronics.smartphone,398.72
1005235,oppo,electronics.smartphone,463.28
1005238,oppo,electronics.smartphone,308.45
1005239,xiaomi,electronics.smartphone,280.57
1005243,vivo,electronics.smartphone,463.31
1005244,vivo,electronics.smartphone,463.31
1005246,nokia,electronics.smartphone,321.73
1005253,xiaomi,electronics.smartphone,308.44
1005256,xiaomi,electronics.smartphone,142.84
1005263,oppo,electronics.smartphone,772.19
1005264,xiaomi,electronics.smartphone,198.18
1005265,xiaomi,electronics.smartphone,203.27
1005266,xiaomi,electronics.smartphone,137.18
1005271,sony,electronics.smartphone,952.15
1005272,nokia,electronics.smartphone,107.57
1005273,huawei,electronics.smartphone,154.16
1005277,blackberry,electronics.smartphone,411.59
1200957,samsung,electronics.tablet,110.36
1201202,lenovo,electronics.tablet,230.38
1201362,acer,electronics.tablet,178.90
1201391,apple,electronics.tablet,1518.44
1201421,lenovo,electronics.tablet,128.42
1201465,samsung,electronics.tablet,234.60
1201472,samsung,electronics.tablet,462.82
1201486,irbis,electronics.tablet,88.63
1303355,hp,computers.notebook,432.42
1304315,apple,computers.notebook,2311.49
1304409,apple,computers.notebook,1402.87
1305316,dell,computers.notebook,556.26
1305566,hp,computers.notebook,264.87
1305578,dell,computers.notebook,797.70
1305977,apple,computers.notebook,2496.59
1306133,xiaomi,computers.notebook,1145.20
1306185,acer,computers.notebook,360.34
1306250,hp,computers.notebook,1029.37
1306339,hp,computers.notebook,514.79
1306359,acer,computers.notebook,630.39
1306421,hp,computers.notebook,514.56
1306423,hp,computers.notebook,849.19
1306445,hp,computers.notebook,949.81
1306462,lenovo,computers.notebook,1029.37
1306521,asus,computers.notebook,1672.89
1306538,asus,computers.notebook,1286.78
1306544,lenovo,computers.notebook,1029.37
1306571,acer,computers.notebook,2312.80
1306650,acer,computers.notebook,437.57
1306752,lenovo,computers.notebook,741.31
1306839,asus,computers.notebook,545.68
1306894,hp,computers.notebook,360.09
1306895,hp,computers.notebook,411.34
1306933,hp,computers.notebook,793.10
1307012,apple,computers.notebook,2342.15
1307050,apple,computers.notebook,1570.17
1307056,apple,computers.notebook,1338.50
1307065,hp,computers.notebook,406.68
1307073,acer,computers.notebook,682.09
1307074,acer,computers.notebook,751.27
1307076,asus,computers.notebook,669.23
1307095,lenovo,computers.notebook,385.85
1307115,hp,computers.notebook,411.59
1307136,acer,computers.notebook,511.98
1307183,lenovo,computers.notebook,450.44
1307187,acer,computers.notebook,888.03
1307255,lenovo,computers.notebook,514.79
1307263,hp,computers.notebook,774.02
1307310,acer,computers.notebook,283.09
1307315,hp,computers.notebook,491.39
1307318,hp,computers.notebook,923.83
1307322,hp,computers.notebook,390.98
1307323,hp,computers.notebook,1034.52
1307338,asus,computers.notebook,849.42
1307340,asus,computers.notebook,360.34
1307341,asus,computers.notebook,617.75
1307342,acer,computers.notebook,823.68
1307344,asus,computers.notebook,540.53
1307350,acer,computers.notebook,514.79
1307355,asus,computers.notebook,694.97
1307361,lenovo,computers.notebook,420.60
1307401,asus,computers.notebook,298.72
1307402,lenovo,computers.notebook,475.69
1307408,acer,computers.notebook,308.86
1307435,lenovo,computers.notebook,449.95
1307443,asus,computers.notebook,545.65
1307444,asus,computers.notebook,424.70
1307445,acer,computers.notebook,411.83
1307502,dell,computers.notebook,895.00
1307519,acer,computers.notebook,1209.55
1307521,lenovo,computers.notebook,965.25
1307524,asus,computers.notebook,746.22
1307539,asus,computers.notebook,476.18
1307540,asus,computers.notebook,903.73
1307541,asus,computers.notebook,492.93
1401582,avalon,computers.desktop,797.70
1401872,netechnics,computers.desktop,630.62
1480149,neo,computers.desktop,746.22
1480150,neo,computers.desktop,797.70
1480163,acer,computers.desktop,617.75
1480221,dell,computers.desktop,2033.26
1480327,neo,computers.desktop,705.04
1480372,lenovo,computers.desktop,1793.36
1480433,smart,computers.desktop,422.02
1480477,apple,computers.desktop,1029.37
1480478,apple,computers.desktop,1415.48
1480494,acer,computers.desktop,874.93
1480499,apple,computers.desktop,2393.63
1480556,netechnics,computers.desktop,669.23
1480557,netechnics,computers.desktop,772.19
1480595,pulser,computers.desktop,648.64
1480707,pulser,computers.desktop,525.08
1480726,pulser,computers.desktop,1163.45
1480727,pulser,computers.desktop,1698.86
1480732,pulser,computers.desktop,658.94
1480740,pulser,computers.desktop,1431.16
1480743,pulser,computers.desktop,1284.43
1480744,pulser,computers.desktop,705.27
1480749,pulser,computers.desktop,810.81
1480758,pulser,computers.desktop,1039.90
1500208,xerox,computers.peripherals.printer,101.16
1500259,epson,computers.peripherals.printer,148.78
1500301,hp,computers.peripherals.printer,211.85
1500439,hp,computers.peripherals.printer,88.41
1500440,epson,computers.peripherals.printer,174.73
1500447,hp,computers.peripherals.printer,136.17
1500462,hp,computers.peripherals.printer,95.66
1500485,lexmark,computers.peripherals.printer,69.50
1600282,hp,computers.peripherals.printer,38.35
1600469,hp,computers.peripherals.printer,215.95
1600548,hp,computers.peripherals.printer,136.12
1600554,hp,computers.peripherals.printer,102.71
1600557,canon,computers.peripherals.printer,151.14
1600587,epson,computers.peripherals.printer,203.84
1700215,samsung,computers.peripherals.monitor,128.68
1700906,philips,computers.peripherals.monitor,190.43
1701219,lg,computers.peripherals.monitor,128.43
1701387,acer,computers.peripherals.monitor,113.00
1701474,acer,computers.peripherals.monitor,227.03
1701487,aoc,computers.peripherals.monitor,139.22
1800729,samsung,electronics.video.tv,289.33
1800930,sony,electronics.video.tv,329.22
1800931,sony,electronics.video.tv,384.74
1800944,sony,electronics.video.tv,539.78
1801343,toshiba,electronics.video.tv,370.67
1801382,toshiba,electronics.video.tv,539.50
1801513,haier,electronics.video.tv,514.79
1801530,lg,electronics.video.tv,1106.82
1801537,haier,electronics.video.tv,395.81
1801540,lg,electronics.video.tv,746.22
1801542,lg,electronics.video.tv,499.34
1801573,sony,electronics.video.tv,926.41
1801581,yasin,electronics.video.tv,374.36
1801592,sony,electronics.video.tv,514.22
1801631,artel,electronics.video.tv,334.11
1801690,samsung,electronics.video.tv,369.45
1801698,hisense,electronics.video.tv,488.82
1801706,sony,electronics.video.tv,771.96
1801712,lg,electronics.video.tv,382.25
1801723,tcl,electronics.video.tv,135.34
1801739,samsung,electronics.video.tv,282.03
1801766,artel,electronics.video.tv,146.85
1801773,changhong,electronics.video.tv,239.13
1801784,lg,electronics.video.tv,519.70
1801805,artel,electronics.video.tv,228.76
1801815,irbis,electronics.video.tv,136.40
1801849,samsung,electronics.video.tv,617.44
1801858,tcl,electronics.video.tv,217.51
1801873,kivi,electronics.video.tv,411.05
1801874,kivi,electronics.video.tv,535.15
1801881,samsung,electronics.video.tv,488.80
1801882,samsung,electronics.video.tv,437.25
1801884,shivaki,electronics.video.tv,270.02
1801887,horizont,electronics.video.tv,489.05
1801892,yasin,electronics.video.tv,115.75
1801904,samsung,electronics.video.tv,475.91
1801905,samsung,electronics.video.tv,1029.37
1801909,samsung,electronics.video.tv,771.96
1801955,sony,electronics.video.tv,1027.03
1801964,sony,electronics.video.tv,848.13
1801967,lg,electronics.video.tv,501.92
1802003,ergo,electronics.video.tv,512.24
1802004,yasin,electronics.video.tv,244.22
1802005,lg,electronics.video.tv,437.15
1802014,lg,electronics.video.tv,823.44
1802020,xiaomi,electronics.video.tv,823.44
1802037,lg,electronics.video.tv,298.31
1802045,lg,electronics.video.tv,1923.45
1802061,lg,electronics.video.tv,432.47
1802099,blaupunkt,electronics.video.tv,514.79
1802101,arg,electronics.video.tv,167.31
1802104,arg,electronics.video.tv,347.49
1802108,blaupunkt,electronics.video.tv,283.12
1802109,blaupunkt,electronics.video.tv,514.79
1802115,samsung,electronics.video.tv,1415.45
2200906,canon,,306.15
2200937,canon,,1106.82
2200958,canon,,280.05
2201036,canon,,308.86
2201037,canon,,437.29
2201094,nikon,,403.87
2201096,nikon,,854.01
2240125,canon,,411.83
2300214,,electronics.camera.video,386.08
2300295,gopro,electronics.camera.video,231.41
2400648,turbo,appliances.kitchen.hood,51.46
2401252,hansa,appliances.kitchen.hood,51.22
2401540,midea,appliances.kitchen.hood,167.29
2401742,midea,appliances.kitchen.hood,128.68
2500968,electrolux,appliances.kitchen.oven,466.14
2501143,artel,appliances.kitchen.oven,36.01
